region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,metric,year,region,data_type,ci_lower,ci_upper,method
E12000001,North East,ITL1,emp_total_jobs,2009.0,1012000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2009.0,3012000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2009.0,2224000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2009.0,1907000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2009.0,2302000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2009.0,2423000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2009.0,4143000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2009.0,3727000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2009.0,2314000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2009.0,1171000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2009.0,2407000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2009,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2010.0,1011000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2010.0,2980000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2010.0,2202000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2010.0,1906000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2010.0,2312000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2010.0,2400000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2010.0,4206000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2010.0,3783000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2010.0,2284000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2010.0,1166000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2010.0,2331000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2010,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2011.0,1006000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2011.0,2977000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2011.0,2184000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2011.0,1902000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2011.0,2302000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2011.0,2405000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2011.0,4304000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2011.0,3756000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2011.0,2238000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2011.0,1170000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2011.0,2350000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2011,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2012.0,1001000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2012.0,2987000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2012.0,2164000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2012.0,1903000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2012.0,2323000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2012.0,2419000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2012.0,4447000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2012.0,3780000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2012.0,2232000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2012.0,1178000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2012.0,2319000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2012,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2013.0,1006000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2013.0,3017000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2013.0,2193000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2013.0,1907000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2013.0,2340000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2013.0,2447000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2013.0,4560000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2013.0,3825000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2013.0,2266000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2013.0,1187000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2013.0,2348000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2013,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2014.0,1034000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2014.0,3086000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2014.0,2261000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2014.0,1947000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2014.0,2404000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2014.0,2557000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2014.0,4737000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2014.0,3908000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2014.0,2352000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2014.0,1209000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2014.0,2437000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2014,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2015.0,1054000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2015.0,3136000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2015.0,2313000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2015.0,1995000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2015.0,2447000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2015.0,2611000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2015.0,4894000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2015.0,4047000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2015.0,2370000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2015.0,1220000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2015.0,2446000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2015.0,1063000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2015.0,3162000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2015.0,2330000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2015.0,2010000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2015.0,2465000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2015.0,2629000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2015.0,4924000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2015.0,4073000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2015.0,2387000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2015.0,1232000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2015.0,2462000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2015,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2016.0,1037000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2016.0,3246000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2016.0,2340000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2016.0,2062000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2016.0,2505000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2016.0,2701000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2016.0,5019000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2016.0,4147000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2016.0,2420000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2016.0,1256000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2016.0,2481000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2016,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2017.0,1064000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2017.0,3298000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2017.0,2381000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2017.0,2062000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2017.0,2579000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2017.0,2763000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2017.0,5138000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2017.0,4107000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2017.0,2437000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2017.0,1243000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2017.0,2471000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2017,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2018.0,1052000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2018.0,3328000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2018.0,2390000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2018.0,2070000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2018.0,2577000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2018.0,2764000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2018.0,5148000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2018.0,4147000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2018.0,2469000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2018.0,1270000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2018.0,2508000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2018,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2019.0,1070000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2019.0,3406000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2019.0,2397000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2019.0,2089000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2019.0,2593000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2019.0,2784000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2019.0,5252000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2019.0,4214000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2019.0,2497000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2019.0,1269000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2019.0,2501000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2019,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2020.0,1040000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2020.0,3316000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2020.0,2343000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2020.0,2049000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2020.0,2564000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2020.0,2780000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2020.0,5121000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2020.0,4107000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2020.0,2474000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2020.0,1259000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2020.0,2445000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2020,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2021.0,1087000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2021.0,3439000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2021.0,2438000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2021.0,2109000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2021.0,2605000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2021.0,2829000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2021.0,5329000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2021.0,4153000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2021.0,2538000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2021.0,1259000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2021.0,2521000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2021,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2022.0,1069000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,North East,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2022.0,3485000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,North West,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2022.0,2473000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,Yorkshire and The Humber,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2022.0,2167000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,East Midlands,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2022.0,2663000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,West Midlands,historical,,,
E12000006,East,ITL1,emp_total_jobs,2022.0,2821000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,East,historical,,,
E12000007,London,ITL1,emp_total_jobs,2022.0,5618000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,London,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2022.0,4269000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,South East,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2022.0,2568000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,South West,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2022.0,1277000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,Wales,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2022.0,2524000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2022,Scotland,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2023.0,1103000.0,jobs,A,NOMIS,2025-12-04T00:21:41Z,emp_total_jobs,2023,North East,historical,,,
